Date,Conductance,LocationIdentifier,HydrologicCondition,HydrologicEvent,,,,,,,,,,,,,,,,,,,,,ProjectIdentifier,ActivityConductingOrganizationText,ActivityCommentText,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultStatusIdentifier,ActivityStartTime/Time
1989-08-16,80,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:50:00
1989-09-01,105,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:30:00
1989-10-04,110,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:55:00
1989-10-31,65,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:45:00
1989-12-05,65,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:45:00
1990-01-23,70,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:20:00
1990-03-07,75,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:35:00
1990-04-11,65,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:35:00
1990-05-09,55,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:55:00
1990-06-06,25,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:20:00
1990-06-14,30,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:35:00
1990-07-11,40,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:50:00
1990-08-08,55,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:40:00
1990-10-03,60,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:25:00
1990-11-06,60,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:15:00
1990-12-18,75,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:10:00
1991-02-12,85,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:50:00
1991-03-19,80,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:15:00
1991-04-23,65,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:20:00
1991-05-21,40,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:20:00
1991-06-11,30,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:10:00
1991-07-11,45,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:00:00
1991-08-13,48,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:25:00
1991-10-01,60,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:15:00
1991-11-05,65,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:35:00
1991-12-10,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:10:00
1992-01-29,93,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:00:00
1992-03-03,89,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:30:00
1992-04-07,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:05:00
1992-05-05,49,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:10:00
1992-06-09,33,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:20:00
1992-07-07,45,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:25:00
1992-08-04,66,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:50:00
1992-10-06,83,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:50:00
1992-11-03,85,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:00:00
1992-12-15,84,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:25:00
1993-03-30,88,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:20:00
1993-04-27,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:40:00
1993-05-19,48,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:55:00
1993-05-21,45,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:30:00
1993-06-03,41,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:30:00
1993-06-24,36,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:25:00
1993-07-27,58,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:35:00
1993-08-31,77,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:40:00
1993-10-05,81,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:10:00
1993-11-18,80,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:05:00
1994-01-12,95,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:00:00
1994-03-02,93,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:00:00
1994-04-26,69,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:15:00
1994-05-17,46,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:50:00
1994-06-28,49,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:40:00
1994-08-17,79,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:40:00
1994-10-12,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:30:00
1995-01-17,115,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:40:00
1995-03-22,92,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:00:00
1995-04-25,93,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:15:00
1995-05-24,58,USGS-09073400,"Stable, high stage",Snowmelt,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:55:00
1995-06-16,35,USGS-09073400,"Stable, high stage",Snowmelt,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:35:00
1995-06-22,36,USGS-09073400,Falling stage,Snowmelt,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,18:25:00
1995-07-12,29,USGS-09073400,Falling stage,Snowmelt,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:10:00
1995-08-28,62,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:30:00
1995-10-16,72,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,17:20:00
1996-01-30,90,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:55:00
1996-03-18,107,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:40:00
1996-05-07,55,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:30:00
1996-05-23,49,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:40:00
1996-06-19,31,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,17:00:00
1996-08-14,74,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:30:00
1996-09-30,75,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:50:00
1996-11-12,85,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:15:00
1997-01-07,90,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:00:00
1997-02-27,92,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:30:00
1997-04-10,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:20:00
1997-05-13,54,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:25:00
1997-05-29,51,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:20:00
1997-08-01,59,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:40:00
1997-09-17,76,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:50:00
1997-10-07,88,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:10:00
1997-12-15,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:00:00
1998-01-27,90,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:00:00
1998-03-11,94,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:10:00
1998-03-12,91,USGS-09073400,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:25:00
1998-03-12,98,USGS-09073400,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:25:00
1998-06-03,37,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:00:00
1998-07-01,37,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:40:00
1998-08-20,76,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:56:00
1998-09-03,74,USGS-09073400,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:30:00
1998-09-03,80,USGS-09073400,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:30:00
1998-10-01,87,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:40:00
1998-11-17,88,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:05:00
1999-01-12,91,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:15:00
1999-02-22,88,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:50:00
1999-04-06,91,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:15:00
1999-05-17,61,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:35:00
1999-06-28,51,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:50:00
1999-07-27,57,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:20:00
1999-09-13,78,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:05:00
1999-10-12,75,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:30:00
1999-11-30,82,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:20:00
2000-01-26,88,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:30:00
2000-03-07,89,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:30:00
2000-04-27,67,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:00:00
2000-06-08,36,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:45:00
2000-07-12,68,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:30:00
2000-08-24,78,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:15:00
2000-10-03,87,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,09:50:00
2000-11-02,83,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,09:45:00
2001-01-04,92,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,09:15:00
2001-02-21,92,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,14:35:00
2001-04-02,95,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:25:00
2001-05-10,57,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,11:20:00
2001-06-07,33,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,08:20:00
2001-07-10,60,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,11:00:00
2001-08-22,69,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,12:20:00
2001-10-02,89,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Accepted,13:20:00
2001-11-06,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,14:50:00
2002-03-07,92,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:25:00
2002-04-22,75,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Accepted,14:10:00
2002-05-23,46,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,09:40:00
2002-06-11,50,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,12:30:00
2002-07-10,70,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:40:00
2002-08-20,91,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:50:00
2002-10-02,82,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,14:30:00
2002-11-13,86,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Accepted,13:45:00
2003-04-02,92,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,11:30:00
2003-05-07,73,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,11:05:00
2003-05-29,33,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,14:30:00
2003-07-01,49,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:05:00
