OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01001258,Sample-Routine,Water,Surface Water,2010-02-17,10:45:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,tech samples,,"Stable, normal stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",US DH-81,,Alkalinity,Dissolved,100,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00800052,Sample-Routine,Water,Surface Water,2007-10-10,10:40:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,tech samples,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,101,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01800148,Sample-Routine,Water,Surface Water,2017-11-06,14:55:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,102,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00905598,Quality Control Sample-Field Replicate,Water,Surface Water,2009-09-29,16:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,tech samples,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,103,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01600548,Sample-Routine,Water,Surface Water,2016-01-05,13:20:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,103,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.02000892,Sample-Routine,Water,Surface Water,2020-02-25,12:00:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,103,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99801434,Sample-Routine,Water,Surface Water,1998-03-12,14:45:00,MST,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-392847107171100,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,104,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00900829,Sample-Routine,Water,Surface Water,2009-01-07,09:30:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,tech samples,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Alkalinity,Dissolved,104,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00601099,Sample-Routine,Water,Surface Water,2006-04-13,11:20:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US D-95 plastic bottle,,Alkalinity,Dissolved,105,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01801150,Sample-Routine,Water,Surface Water,2018-03-19,11:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,105,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00602101,Sample-Routine,Water,Surface Water,2006-07-13,09:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,"L-1990047 Received July 15,2006",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,106,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01001658,Sample-Routine,Water,Surface Water,2010-04-13,10:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,106,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00801601,Sample-Routine,Water,Surface Water,2008-04-23,13:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Rising stage,Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,108,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01202582,Sample-Routine,Water,Surface Water,2012-06-18,12:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,"L-1740106 Received June 21, 2012",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,108,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01601542,Quality Control Sample-Field Replicate,Water,Surface Water,2016-04-19,14:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,110,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01000151,Sample-Routine,Water,Surface Water,2009-10-15,11:35:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,tech samples,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,110,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01500938,Sample-Routine,Water,Surface Water,2015-03-25,14:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,111,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01901164,Sample-Routine,Water,Surface Water,2019-03-20,11:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,113,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01701183,Sample-Routine,Water,Surface Water,2017-03-20,14:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,114,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99801435,Sample-Routine,Water,Surface Water,1998-03-13,07:25:00,MST,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,115,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01101231,Quality Control Sample-Field Replicate,Water,Surface Water,2011-03-31,13:20:00,MDT,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-09085000,"L-0940022 Received April 2, 2011",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,115,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01503531,Sample-Routine,Water,Surface Water,2015-08-11,13:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,116,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00702507,Sample-Routine,Water,Surface Water,2007-08-06,13:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,"L-2250091 Received August 11,2007",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,116,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT013,USGS,"Alkalinity, wf, field, increment",,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00700626,Sample-Routine,Water,Surface Water,2007-02-08,09:00:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,116,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT013,USGS,"Alkalinity, wf, field, increment",,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01300128,Sample-Routine,Water,Surface Water,2012-10-30,10:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,118,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01403507,Sample-Routine,Water,Surface Water,2014-09-03,12:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,119,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99803736,Sample-Routine,Water,Surface Water,1998-09-02,16:00:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-392847107171100,,,"Stable, low stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Alkalinity,Dissolved,119,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00901178,Sample-Routine,Water,Surface Water,2009-03-10,13:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,119,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00600392,Sample-Routine,Water,Surface Water,2005-12-19,11:30:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,122,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01300607,Sample-Routine,Water,Surface Water,2013-01-15,10:30:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-95 plastic bottle,,Alkalinity,Dissolved,123,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01700460,Sample-Routine,Water,Surface Water,2016-11-28,15:00:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,125,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00501396,Sample-Routine,Water,Surface Water,2005-04-11,10:40:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,Open-Mouth Bottle,,Alkalinity,Dissolved,129,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00900830,Sample-Routine,Water,Surface Water,2009-01-07,13:35:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,129,mg/l CaCO3,,Accepted,,Estimated,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,see result field comment,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00502216,Sample-Routine,Water,Surface Water,2005-06-28,13:40:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,"L-1860019 Received July 02, 2005",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,13,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01001260,Quality Control Sample-Field Replicate,Water,Surface Water,2010-02-18,10:45:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,130,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01803517,Sample-Routine,Water,Surface Water,2018-09-13,11:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,"L-2610135 FA btl condition changed to improper preservation, JNV   Lab acidification lab code 3105 added, JNV   FA  preserved by Cecilia O'Connor on 9/21/18 @ 2:30pm, JNV",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,130,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99803788,Quality Control Sample-Field Replicate,Water,Surface Water,1998-09-03,13:00:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,131,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00500540,Sample-Routine,Water,Surface Water,2004-11-23,14:05:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,133,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01200698,Sample-Routine,Water,Surface Water,2011-12-09,14:00:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,L-3470037 FED EX LATE DELIVERY,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,134,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00905597,Sample-Routine,Water,Surface Water,2009-09-29,13:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,140,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01000150,Sample-Routine,Water,Surface Water,2009-10-14,12:40:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,146,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01300129,Sample-Routine,Water,Surface Water,2012-10-30,12:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,153,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01300608,Quality Control Sample-Field Replicate,Water,Surface Water,2013-01-15,13:30:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,Other,,Alkalinity,Dissolved,160,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00403984,Sample-Routine,Water,Surface Water,2004-09-07,16:50:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Alkalinity,Dissolved,19,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00401631,Sample-Routine,Water,Surface Water,2004-04-19,14:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,Open-Mouth Bottle,,Alkalinity,Dissolved,21,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00503412,Sample-Routine,Water,Surface Water,2005-09-08,09:35:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,30,USGS parameter code 82398,Single vertical,Open-Mouth Bottle,,Alkalinity,Dissolved,26,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00600387,Sample-Routine,Water,Surface Water,2005-12-21,15:30:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,"L-3610024 Received December 24,2005",,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,Open-Mouth Bottle,,Alkalinity,Dissolved,26,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00501400,Sample-Routine,Water,Surface Water,2005-04-12,12:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,Open-Mouth Bottle,,Alkalinity,Dissolved,28,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99803787,Sample-Routine,Water,Surface Water,1998-09-03,08:30:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09073400,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,30,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01401805,Sample-Routine,Water,Surface Water,2014-06-03,10:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Alkalinity,Dissolved,50.6,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
